"","Adipocytes","Astrocytes","B_cells","Cardiomyocytes","Dendritic_cells","Endothelial_cells","Epithelial_cells","Erythrocytes","Fibroblasts","Granulocytes","Hepatocytes","Macrophages","Microglia","Monocytes","Neurons","NK_cells","Oligodendrocytes","T_cells"
"1040",NA,NA,"Calhm2",NA,"Nhsl2",NA,NA,NA,NA,NA,NA,"Kank2","Epn2","Arhgap25",NA,"Haus3",NA,"Ube2h"
"1041",NA,NA,"Lsm4",NA,"Nup93",NA,NA,NA,NA,NA,NA,"Rgs1","Rab39","Casp1",NA,"Il12rb1",NA,"Psme1"
"1042",NA,NA,"Neat1",NA,"Stab1",NA,NA,NA,NA,NA,NA,"Tln1","Tatdn2","Cd300ld",NA,"Kif5b",NA,"Slc35a5"
"1043",NA,NA,"Scai",NA,"Tes",NA,NA,NA,NA,NA,NA,"Gcsh","Wdfy2","E230029c05rik",NA,"Nmi",NA,"Tasp1"
"1044",NA,NA,"Orf61",NA,"Tspo",NA,NA,NA,NA,NA,NA,"Kitl","Cd48","N6amt2",NA,"Tmtc4",NA,"Vasp"
"1045",NA,NA,"Rps7",NA,"Mmp24",NA,NA,NA,NA,NA,NA,"Adam9","Ctnnal1","Pkdcc",NA,"Pcm1",NA,"Cdt1"
"1046",NA,NA,"Abcg1",NA,"Ncapd2",NA,NA,NA,NA,NA,NA,"Arhgap23","Dennd4b","Taok3",NA,"Ptpn1",NA,"Madd"
"1047",NA,NA,"Ash1l",NA,"Prdm1",NA,NA,NA,NA,NA,NA,"Cdk2ap2","Tulp4","Mcm5",NA,"Tcf3",NA,"Acsl5"
"1048",NA,NA,"Hivep3",NA,"Tbc1d9",NA,NA,NA,NA,NA,NA,"Ldlrap1","Adap1","Zdhhc9",NA,"Mll1",NA,"Inpp5f"
"1049",NA,NA,"Jak3",NA,"Tnik",NA,NA,NA,NA,NA,NA,"Notch1","Cdk14","Cd79b",NA,"Myo1e",NA,"Lpin1"
"1050",NA,NA,"Slc12a6",NA,"Cd27",NA,NA,NA,NA,NA,NA,"Ppfia4","Nfe2l2","Flt1",NA,"Rplp0",NA,"Sirt7"
"1051",NA,NA,"Zfp275",NA,"Vamp4",NA,NA,NA,NA,NA,NA,"Fzd7","Abcb1b","Itpripl2",NA,"Fkbp3",NA,"Gprin3"
"1052",NA,NA,"Zfp296",NA,"Nlrc3",NA,NA,NA,NA,NA,NA,"Slc39a1","Celf1","Kank3",NA,"Gm6788",NA,"Neu3"
"1053",NA,NA,"Far1",NA,"Pkd2",NA,NA,NA,NA,NA,NA,"Smagp","Neo1","Zfp524",NA,"Rps11",NA,"Fam111a"
"1054",NA,NA,"Iqsec1",NA,"St3gal1",NA,NA,NA,NA,NA,NA,"Trps1","Syngr2","Gpr97",NA,"Setd7",NA,"Mcm5"
"1055",NA,NA,"Ldb1",NA,"Twf2",NA,NA,NA,NA,NA,NA,"Cav2","Cpeb2","Pop5",NA,"Atp6v0a2",NA,"Nop58"
"1056",NA,NA,"Matk",NA,"Cmpk2",NA,NA,NA,NA,NA,NA,"Cpeb4","Snrnp70","Renbp",NA,"Golim4",NA,"Gypc"
"1057",NA,NA,"3110003a17rik",NA,"Pfkfb3",NA,NA,NA,NA,NA,NA,"Hnrpll","Arhgef2","Snx5",NA,"H2afv",NA,"Irf1"
"1058",NA,NA,"Atp8a1",NA,"Pik3cb",NA,NA,NA,NA,NA,NA,"Zcchc24","Igsf10","Tsc22d4",NA,"Il10rb",NA,"Mkl1"
"1059",NA,NA,"Bst2",NA,"Thoc1",NA,NA,NA,NA,NA,NA,"Rhoh","Lnpep","Diap2",NA,"Sema4c",NA,"Rnf145"
"1060",NA,NA,"Ehd1",NA,"Top2a",NA,NA,NA,NA,NA,NA,"Syngr2","Stxbp1","Rpl41",NA,"Suz12",NA,"Tmed8"
"1061",NA,NA,"Plp2",NA,"Ehd1",NA,NA,NA,NA,NA,NA,"Tmem141","Arl11","Slc15a3",NA,"Fam78b",NA,"Zfp945"
"1062",NA,NA,"Serinc3",NA,"Gm13157",NA,NA,NA,NA,NA,NA,"Car5b","Fam117b","Bid",NA,"Nfkbid",NA,"Cds2"
"1063",NA,NA,"Trim23",NA,"Klra23",NA,NA,NA,NA,NA,NA,"Comt","Il10rb","Pkig",NA,"Psme1",NA,"Gart"
"1064",NA,NA,"Bc016423",NA,"Cecr5",NA,NA,NA,NA,NA,NA,"H2-dmb1","Nr1d2","Setd6",NA,"Vegfa",NA,"Cbfb"
"1065",NA,NA,"Fam108a",NA,"Gm9733",NA,NA,NA,NA,NA,NA,"Trove2","Slc6a6","Hist1h2ac",NA,"C80913",NA,"Pvr"
"1066",NA,NA,"Hnrnpa0",NA,"Slc8a1",NA,NA,NA,NA,NA,NA,"Mir5109","Tbkbp1","Sestd1",NA,"Gramd4",NA,"Tmem221"
"1067",NA,NA,"Lrrcc1",NA,"Traf3ip3",NA,NA,NA,NA,NA,NA,"Sertad2","4933430h15rik","Tmem179b",NA,"Rps18",NA,"Bc057079"
"1068",NA,NA,"Sorcs2",NA,"Cic",NA,NA,NA,NA,NA,NA,"Dennd4c","Arhgef10l","Lpxn",NA,"Rps19-ps3",NA,"Btg1"
"1069",NA,NA,"Tjp3",NA,"Gpr35",NA,NA,NA,NA,NA,NA,"Psma7","B130006d01rik","Sh3bp1",NA,"Trp53inp1",NA,"Capza2"
"1070",NA,NA,"Fam116b",NA,"Lpcat1",NA,NA,NA,NA,NA,NA,"Skp2","Cask","Znrf1",NA,"Wscd2",NA,"Crlf3"
"1071",NA,NA,"Gm4902",NA,"Snd1",NA,NA,NA,NA,NA,NA,"Dennd4b","Slc7a5","Acaa1b",NA,NA,NA,"Irf6"
"1072",NA,NA,"Mbp",NA,"Arhgef11",NA,NA,NA,NA,NA,NA,"Fam133b","Tnfaip3","Matk",NA,NA,NA,"Malt1"
"1073",NA,NA,"Psat1",NA,"Runx1",NA,NA,NA,NA,NA,NA,"Pde4a","Cdk5r1","Psmb10",NA,NA,NA,"Itih5"
"1074",NA,NA,"Rinl",NA,"Clu",NA,NA,NA,NA,NA,NA,"Rpl24","Hhex","Timm8a1",NA,NA,NA,"Mdn1"
"1075",NA,NA,"Rpl18",NA,"Ctla2b",NA,NA,NA,NA,NA,NA,"Atp6v1f","Myo1c","Wipf1",NA,NA,NA,"Mthfd1l"
"1076",NA,NA,"Snx33",NA,"Ppp1r16b",NA,NA,NA,NA,NA,NA,"Gng2","Ptcd3","Fosl2",NA,NA,NA,"Ppp1r9b"
"1077",NA,NA,"Zc3h7b",NA,"Arid3a",NA,NA,NA,NA,NA,NA,"2310033p09rik","Bai1","Spc24",NA,NA,NA,"Rnf10"
"1078",NA,NA,"C1qbp",NA,"Clic4",NA,NA,NA,NA,NA,NA,"Pigt","Dnmbp","Itpr1",NA,NA,NA,"Zdhhc18"
"1079",NA,NA,"Icam1",NA,"Fam49b",NA,NA,NA,NA,NA,NA,"Cstb","Mapkapk2","Plod3",NA,NA,NA,"Zdhhc2"
"1080",NA,NA,"Lipc",NA,"1700025g04rik",NA,NA,NA,NA,NA,NA,"H6pd","Mtap4","1810014f10rik",NA,NA,NA,"Actb"
"1081",NA,NA,"Plekhm3",NA,"3110003a17rik",NA,NA,NA,NA,NA,NA,"Znrf3","Card6","2900053a13rik",NA,NA,NA,"Isg15"
"1082",NA,NA,"Slfn8",NA,"Gmip",NA,NA,NA,NA,NA,NA,"Ampd3","Far1","Ang",NA,NA,NA,"Pvt1"
"1083",NA,NA,"Eps8l1",NA,"Rps6ka2",NA,NA,NA,NA,NA,NA,"Arap1","Psmb8","Ccdc125",NA,NA,NA,"Pde4b"
"1084",NA,NA,"Lamc1",NA,"Slc44a2",NA,NA,NA,NA,NA,NA,"Pear1","Mbp","Hfe",NA,NA,NA,"2810001g20rik"
"1085",NA,NA,"Psap",NA,"Arl4d",NA,NA,NA,NA,NA,NA,"Pigp","Pcna","Plcb2",NA,NA,NA,"Timm9"
"1086",NA,NA,"Rfx7",NA,"Entpd4",NA,NA,NA,NA,NA,NA,"Pld2","Smad7","Timeless",NA,NA,NA,"Tmem108"
"1087",NA,NA,"Rhbdf2",NA,"Serpinb10-ps",NA,NA,NA,NA,NA,NA,"Rxra","Ell2","5830416p10rik",NA,NA,NA,"Ctps2"
"1088",NA,NA,"Ubxn11",NA,"A430084p05rik",NA,NA,NA,NA,NA,NA,"Rps18","Grap","Ear1",NA,NA,NA,"Zc3hav1"
"1089",NA,NA,"Bcl3",NA,"Acsl5",NA,NA,NA,NA,NA,NA,"Zfp367","Ifih1","Aprt",NA,NA,NA,"Fdps"
"1090",NA,NA,"Gngt2",NA,"Dnajb4",NA,NA,NA,NA,NA,NA,"Mapk14","Tlr12","Cope",NA,NA,NA,"Hint1"
"1091",NA,NA,"Kdm2b",NA,"Flrt2",NA,NA,NA,NA,NA,NA,"Atp5g3","Akt3","Pgd",NA,NA,NA,"Zbtb4"
"1092",NA,NA,"Map3k14",NA,"Abcd2",NA,NA,NA,NA,NA,NA,"Nfix","Ccdc93","Rpl21",NA,NA,NA,"Cdkn2d"
"1093",NA,NA,"Slc14a1",NA,"Polr3c",NA,NA,NA,NA,NA,NA,"Thoc1","Cep110","Soat1",NA,NA,NA,"Gltscr2"
"1094",NA,NA,"Tpst1",NA,"Ticam2",NA,NA,NA,NA,NA,NA,"Appl1","P2rx4","Ubash3b",NA,NA,NA,"Eif4a2"
"1095",NA,NA,"Cacna1h",NA,"Ube2w",NA,NA,NA,NA,NA,NA,"Efha2","Abcd1","Paics",NA,NA,NA,"Pnpla7"
"1096",NA,NA,"Abca1",NA,"Slc43a2",NA,NA,NA,NA,NA,NA,"Nup205","Chst11","Ube2c",NA,NA,NA,"Trp53inp1"
"1097",NA,NA,"Begain",NA,"Arsb",NA,NA,NA,NA,NA,NA,"Tep1","Cysltr1","Arhgap15",NA,NA,NA,"Dos"
"1098",NA,NA,"Bmyc",NA,"Elmo1",NA,NA,NA,NA,NA,NA,"Cgnl1","Mtx3","Gng10",NA,NA,NA,"Rccd1"
"1099",NA,NA,"Crlf3",NA,"Slc25a30",NA,NA,NA,NA,NA,NA,"Prrg2","Ttll4","Ssbp4",NA,NA,NA,"Snhg12"
"1100",NA,NA,"Ddi2",NA,"Arrdc4",NA,NA,NA,NA,NA,NA,"Socs6","Zfp697","Zbtb7b",NA,NA,NA,"Stat6"
"1101",NA,NA,"Pprc1",NA,"Eif4a2",NA,NA,NA,NA,NA,NA,"Ttbk2","Ms4a6b","Fam89b",NA,NA,NA,"Eml3"
"1102",NA,NA,"Tmem154",NA,"Kcnn4",NA,NA,NA,NA,NA,NA,"Col1a1","Orai2","Psat1",NA,NA,NA,"Pa2g4"
"1103",NA,NA,"Zbp1",NA,"Vasn",NA,NA,NA,NA,NA,NA,"Cpne8","Src","Tmem134",NA,NA,NA,"Enpp1"
"1104",NA,NA,"Abhd6",NA,"Cass4",NA,NA,NA,NA,NA,NA,"Gm15421","Cotl1","Ttyh3",NA,NA,NA,"Fas"
"1105",NA,NA,"Fam38a",NA,"Lilra6",NA,NA,NA,NA,NA,NA,"Gpc1","H6pd","Cap1",NA,NA,NA,"Mybbp1a"
"1106",NA,NA,"Mknk2",NA,"Ltb4r1",NA,NA,NA,NA,NA,NA,"Mcm2","Mtr","Cbr2",NA,NA,NA,"Rhog"
"1107",NA,NA,"Ptch1",NA,"Nckap5l",NA,NA,NA,NA,NA,NA,"Pgcp","Nfkbiz","Exosc5",NA,NA,NA,"Dck"
"1108",NA,NA,"Tpt1",NA,"Adamts10",NA,NA,NA,NA,NA,NA,"Atp6v0e","Pcdhga11","Rarg",NA,NA,NA,"Ddx10"
"1109",NA,NA,"Rgs18",NA,"Rrm2",NA,NA,NA,NA,NA,NA,"Mll2","Plekho2","Vars",NA,NA,NA,"Nck2"
"1110",NA,NA,"Rsl1d1",NA,"Tmem164",NA,NA,NA,NA,NA,NA,"Myo9a","Tuba1c","Actg1",NA,NA,NA,"Cdipt"
"1111",NA,NA,"Stoml1",NA,"4930579g18rik",NA,NA,NA,NA,NA,NA,"Rhob","Hnrnpul1","Exosc6",NA,NA,NA,"Lass4"
"1112",NA,NA,NA,NA,"Anxa3",NA,NA,NA,NA,NA,NA,"Wsb1","Lima1","Mki67",NA,NA,NA,"Nrp1"
"1113",NA,NA,NA,NA,"Arap1",NA,NA,NA,NA,NA,NA,"Crybg3","Megf8","Rinl",NA,NA,NA,"Gnl3"
"1114",NA,NA,NA,NA,"Mcm5",NA,NA,NA,NA,NA,NA,"Glt25d1","Ski","Slc25a28",NA,NA,NA,"Map4k2"
"1115",NA,NA,NA,NA,"Ppp3r1",NA,NA,NA,NA,NA,NA,"Gsn","Smap2","1110038b12rik",NA,NA,NA,"Rab27a"
"1116",NA,NA,NA,NA,"Alcam",NA,NA,NA,NA,NA,NA,"Hsph1","Srgn","Nlrp3",NA,NA,NA,"Rbms1"
"1117",NA,NA,NA,NA,"H2-q10",NA,NA,NA,NA,NA,NA,"Prpf40b","Tfpi","Batf",NA,NA,NA,"Rrad"
"1118",NA,NA,NA,NA,"Ptch1",NA,NA,NA,NA,NA,NA,"Glrx3","Tubgcp4","Rpl32",NA,NA,NA,"Tbc1d16"
"1119",NA,NA,NA,NA,"Trim30d",NA,NA,NA,NA,NA,NA,"Nin","Zcchc2","2810405k02rik",NA,NA,NA,"Eif3h"
"1120",NA,NA,NA,NA,"Usf1",NA,NA,NA,NA,NA,NA,"Srxn1","Clec4a3","1700020l24rik",NA,NA,NA,"Fli1"
"1121",NA,NA,NA,NA,"9930111j21rik2",NA,NA,NA,NA,NA,NA,"Acsl5","Ddah1","2510006d16rik",NA,NA,NA,"H2-gs10"
"1122",NA,NA,NA,NA,"Hmgb2",NA,NA,NA,NA,NA,NA,"Ly9","Gm9766","Dok1",NA,NA,NA,"Mzt2"
"1123",NA,NA,NA,NA,"Il1rl2",NA,NA,NA,NA,NA,NA,"Mrpl53","Lamp2","Idh1",NA,NA,NA,"Fundc2"
"1124",NA,NA,NA,NA,"Mreg",NA,NA,NA,NA,NA,NA,"Pknox1","Masp2","Tnfrsf11a",NA,NA,NA,"Tomm40"
"1125",NA,NA,NA,NA,"Pdlim1",NA,NA,NA,NA,NA,NA,"Rpl39","Tifa","Gm3219",NA,NA,NA,"Casc4"
"1126",NA,NA,NA,NA,"Trp53bp1",NA,NA,NA,NA,NA,NA,"Zfp385a",NA,"Papss2",NA,NA,NA,"Pik3cg"
"1127",NA,NA,NA,NA,"2610018g03rik",NA,NA,NA,NA,NA,NA,"F13a1",NA,"Nmi",NA,NA,NA,"Rragd"
"1128",NA,NA,NA,NA,"Rras2",NA,NA,NA,NA,NA,NA,"Gna12",NA,"Slc43a2",NA,NA,NA,"Dcaf15"
"1129",NA,NA,NA,NA,"Ppm1h",NA,NA,NA,NA,NA,NA,"Cdk1",NA,"Akna",NA,NA,NA,"P2rx4"
"1130",NA,NA,NA,NA,"Racgap1",NA,NA,NA,NA,NA,NA,"Cic",NA,"Glipr1",NA,NA,NA,"Samd9l"
"1131",NA,NA,NA,NA,"Sdc4",NA,NA,NA,NA,NA,NA,"Col18a1",NA,"Gna15",NA,NA,NA,"Spata6"
"1132",NA,NA,NA,NA,"Cebpa",NA,NA,NA,NA,NA,NA,"Clec4e",NA,"Pkib",NA,NA,NA,"Igf1r"
"1133",NA,NA,NA,NA,"Cercam",NA,NA,NA,NA,NA,NA,"Prkca",NA,"Rab11fip5",NA,NA,NA,"Cd2ap"
"1134",NA,NA,NA,NA,"Cfl1",NA,NA,NA,NA,NA,NA,"Snx5",NA,"Ndufv3",NA,NA,NA,"Ndufv3"
"1135",NA,NA,NA,NA,"Fgd3",NA,NA,NA,NA,NA,NA,"Exoc6b",NA,"Psd4",NA,NA,NA,"Pank4"
"1136",NA,NA,NA,NA,"Trerf1",NA,NA,NA,NA,NA,NA,"Lpp",NA,"Timm9",NA,NA,NA,"Stap1"
"1137",NA,NA,NA,NA,"Filip1l",NA,NA,NA,NA,NA,NA,"P2ry6",NA,"0610012g03rik",NA,NA,NA,"Rad9"
"1138",NA,NA,NA,NA,"Gm505",NA,NA,NA,NA,NA,NA,"Psen1",NA,"Cited2",NA,NA,NA,"Syne1"
"1139",NA,NA,NA,NA,"Plcxd1",NA,NA,NA,NA,NA,NA,"Sec24a",NA,"Clec5a",NA,NA,NA,"Fam96b"
"1140",NA,NA,NA,NA,"C1qa",NA,NA,NA,NA,NA,NA,"Inppl1",NA,"Unc13d",NA,NA,NA,"Gm6788"
"1141",NA,NA,NA,NA,"Ostf1",NA,NA,NA,NA,NA,NA,"Rcn1",NA,"Pde4a",NA,NA,NA,"Plekha2"
"1142",NA,NA,NA,NA,"Tmem173",NA,NA,NA,NA,NA,NA,"Rps8",NA,"Tmem38b",NA,NA,NA,"Adrbk1"
"1143",NA,NA,NA,NA,"Trps1",NA,NA,NA,NA,NA,NA,"Zdhhc20",NA,"Vav3",NA,NA,NA,"Akt1s1"
"1144",NA,NA,NA,NA,"Ckap4",NA,NA,NA,NA,NA,NA,"Aldh1l1",NA,"Bc005764",NA,NA,NA,"Rsl1d1"
"1145",NA,NA,NA,NA,"Orai2",NA,NA,NA,NA,NA,NA,"Kifc3",NA,"Efhd2",NA,NA,NA,"Zdhhc20"
"1146",NA,NA,NA,NA,"Trim36",NA,NA,NA,NA,NA,NA,"Tnfrsf21",NA,"Fkbp2",NA,NA,NA,"Coro2a"
"1147",NA,NA,NA,NA,"Il16",NA,NA,NA,NA,NA,NA,"Adrbk1",NA,"Aoah",NA,NA,NA,"Gm12250"
"1148",NA,NA,NA,NA,"Klra2",NA,NA,NA,NA,NA,NA,"Arpc3",NA,"Hspe1",NA,NA,NA,"Plcxd1"
"1149",NA,NA,NA,NA,"Mxd3",NA,NA,NA,NA,NA,NA,"Pfdn1",NA,"Lipe",NA,NA,NA,"Snhg1"
"1150",NA,NA,NA,NA,"Stk17b",NA,NA,NA,NA,NA,NA,"2900073g15rik",NA,"Zfp710",NA,NA,NA,"Syt11"
"1151",NA,NA,NA,NA,"Calu",NA,NA,NA,NA,NA,NA,"Cox5a",NA,"B230378p21rik",NA,NA,NA,"Tmem229b"
"1152",NA,NA,NA,NA,"Itgb5",NA,NA,NA,NA,NA,NA,"Nop14",NA,"Dhrs3",NA,NA,NA,"Arpc3"
"1153",NA,NA,NA,NA,"Klf2",NA,NA,NA,NA,NA,NA,"Rpia",NA,"Lpar6",NA,NA,NA,"Scai"
"1154",NA,NA,NA,NA,"Tnfrsf21",NA,NA,NA,NA,NA,NA,"Cited2",NA,"Sh2d1b1",NA,NA,NA,"Tcf12"
"1155",NA,NA,NA,NA,"Ypel1",NA,NA,NA,NA,NA,NA,"Litaf",NA,"0610040j01rik",NA,NA,NA,"Tm9sf3"
"1156",NA,NA,NA,NA,"Bag3",NA,NA,NA,NA,NA,NA,"Ppp1r9b",NA,"A530064d06rik",NA,NA,NA,"Gm6654"
"1157",NA,NA,NA,NA,"Far1",NA,NA,NA,NA,NA,NA,"Slc8a1",NA,"Eif3e",NA,NA,NA,"Jak3"
"1158",NA,NA,NA,NA,"Hk2",NA,NA,NA,NA,NA,NA,"Tspan14",NA,"Psap",NA,NA,NA,"Rab3ip"
"1159",NA,NA,NA,NA,"Sephs2",NA,NA,NA,NA,NA,NA,"Ube2q2",NA,"Tubb6",NA,NA,NA,"Rps24"
"1160",NA,NA,NA,NA,"Ssh1",NA,NA,NA,NA,NA,NA,"Atp8a1",NA,"Clec2d",NA,NA,NA,"Slc35f2"
"1161",NA,NA,NA,NA,"Adam23",NA,NA,NA,NA,NA,NA,"Naip5",NA,"Pros1",NA,NA,NA,"Arhgef12"
"1162",NA,NA,NA,NA,"Car1",NA,NA,NA,NA,NA,NA,"Pepd",NA,"Atic",NA,NA,NA,"Dap"
"1163",NA,NA,NA,NA,"Dapk1",NA,NA,NA,NA,NA,NA,"Ptprm",NA,"Ccnd3",NA,NA,NA,"Ptpn13"
"1164",NA,NA,NA,NA,"Fhl3",NA,NA,NA,NA,NA,NA,"Rps19-ps3",NA,"Chst12",NA,NA,NA,"Tmem64"
"1165",NA,NA,NA,NA,"Il10rb",NA,NA,NA,NA,NA,NA,"Insig1",NA,"Ier2",NA,NA,NA,"A430078g23rik"
"1166",NA,NA,NA,NA,"Marcks",NA,NA,NA,NA,NA,NA,"Ndufb7",NA,"Pfn1",NA,NA,NA,"Ipo5"
"1167",NA,NA,NA,NA,"Bc037034",NA,NA,NA,NA,NA,NA,"Rpl23a",NA,"Glud1",NA,NA,NA,"Tomm7"
"1168",NA,NA,NA,NA,"Cpeb4",NA,NA,NA,NA,NA,NA,"Rps7",NA,"Nfic",NA,NA,NA,"Frmd8"
"1169",NA,NA,NA,NA,"Cpne2",NA,NA,NA,NA,NA,NA,"Slc22a17",NA,"Orf61",NA,NA,NA,"Kcnmb4"
"1170",NA,NA,NA,NA,"Il6st",NA,NA,NA,NA,NA,NA,"Gtf2h5",NA,"Rxra",NA,NA,NA,"Rab8b"
"1171",NA,NA,NA,NA,"Lat2",NA,NA,NA,NA,NA,NA,"Hint1",NA,"Slc44a2",NA,NA,NA,"Cic"
"1172",NA,NA,NA,NA,"Loxl3",NA,NA,NA,NA,NA,NA,"Kpna1",NA,"1500011k16rik",NA,NA,NA,"Ctse"
"1173",NA,NA,NA,NA,"Marveld1",NA,NA,NA,NA,NA,NA,"Il1rl1",NA,"Arrdc4",NA,NA,NA,"St3gal1"
"1174",NA,NA,NA,NA,"Gm1821",NA,NA,NA,NA,NA,NA,"Ppfibp1",NA,"Bst1",NA,NA,NA,"Atp5j2"
"1175",NA,NA,NA,NA,"Iqgap2",NA,NA,NA,NA,NA,NA,"2610301g19rik",NA,"Lgmn",NA,NA,NA,"Cast"
"1176",NA,NA,NA,NA,"Mir3064",NA,NA,NA,NA,NA,NA,"Acer3",NA,"Rpl27a",NA,NA,NA,"Fam73a"
"1177",NA,NA,NA,NA,"Ubash3b",NA,NA,NA,NA,NA,NA,"Zfp518a",NA,"Ak8",NA,NA,NA,"Fosl2"
"1178",NA,NA,NA,NA,"Bst2",NA,NA,NA,NA,NA,NA,"Mfge8",NA,"B4galt6",NA,NA,NA,"Itgb3"
"1179",NA,NA,NA,NA,"Gng2",NA,NA,NA,NA,NA,NA,"Stk17b",NA,"P2rx4",NA,NA,NA,"Rpl5"
"1180",NA,NA,NA,NA,"Xcl1",NA,NA,NA,NA,NA,NA,"A830007p12rik",NA,"Slc22a15",NA,NA,NA,NA
"1181",NA,NA,NA,NA,"4930562f07rik",NA,NA,NA,NA,NA,NA,"Banf1",NA,"Ccdc86",NA,NA,NA,NA
"1182",NA,NA,NA,NA,"Aim1",NA,NA,NA,NA,NA,NA,"Scd1",NA,"Inf2",NA,NA,NA,NA
"1183",NA,NA,NA,NA,"Ccdc88c",NA,NA,NA,NA,NA,NA,"Tceal8",NA,"Obfc2a",NA,NA,NA,NA
"1184",NA,NA,NA,NA,"Hnrpll",NA,NA,NA,NA,NA,NA,"Aldh6a1",NA,"Rftn1",NA,NA,NA,NA
"1185",NA,NA,NA,NA,"Mthfd1l",NA,NA,NA,NA,NA,NA,"Sestd1",NA,"Acp5",NA,NA,NA,NA
"1186",NA,NA,NA,NA,"Nck2",NA,NA,NA,NA,NA,NA,"Wipf1",NA,"Cadm3",NA,NA,NA,NA
"1187",NA,NA,NA,NA,"Actn1",NA,NA,NA,NA,NA,NA,"Cmtm8",NA,"Ndufb10",NA,NA,NA,NA
"1188",NA,NA,NA,NA,"Aldh18a1",NA,NA,NA,NA,NA,NA,"Ddx18",NA,"Dhrs4",NA,NA,NA,NA
"1189",NA,NA,NA,NA,"Cbfa2t3",NA,NA,NA,NA,NA,NA,"Rad54l2",NA,"Myd88",NA,NA,NA,NA
"1190",NA,NA,NA,NA,"Capn2",NA,NA,NA,NA,NA,NA,"Csgalnact2",NA,"Casp4",NA,NA,NA,NA
"1191",NA,NA,NA,NA,"Nlrp12",NA,NA,NA,NA,NA,NA,"Dmxl1",NA,"Chkb",NA,NA,NA,NA
"1192",NA,NA,NA,NA,"Plcl2",NA,NA,NA,NA,NA,NA,"Limd2",NA,"Eif3k",NA,NA,NA,NA
"1193",NA,NA,NA,NA,"Atrnl1",NA,NA,NA,NA,NA,NA,"N6amt1",NA,"Elmo2",NA,NA,NA,NA
"1194",NA,NA,NA,NA,"Coro7",NA,NA,NA,NA,NA,NA,"Rara",NA,"Atp2a3",NA,NA,NA,NA
"1195",NA,NA,NA,NA,"Entpd1",NA,NA,NA,NA,NA,NA,"Selk",NA,"Cdca8",NA,NA,NA,NA
"1196",NA,NA,NA,NA,"Ceacam2",NA,NA,NA,NA,NA,NA,"Ssbp4",NA,"Dock11",NA,NA,NA,NA
"1197",NA,NA,NA,NA,"Prps2",NA,NA,NA,NA,NA,NA,"Stau2",NA,"Ptov1",NA,NA,NA,NA
"1198",NA,NA,NA,NA,"Rgs3",NA,NA,NA,NA,NA,NA,"Tifa",NA,"Rpl10a",NA,NA,NA,NA
"1199",NA,NA,NA,NA,"Plk2",NA,NA,NA,NA,NA,NA,"Bmpr1a",NA,"Stat2",NA,NA,NA,NA
"1200",NA,NA,NA,NA,"Rab3d",NA,NA,NA,NA,NA,NA,"Hif1a",NA,"Acvr1",NA,NA,NA,NA
"1201",NA,NA,NA,NA,"Sdf2l1",NA,NA,NA,NA,NA,NA,"Rsl1d1",NA,"Fam174a",NA,NA,NA,NA
"1202",NA,NA,NA,NA,"Iars",NA,NA,NA,NA,NA,NA,"Csda",NA,"Ftl1",NA,NA,NA,NA
"1203",NA,NA,NA,NA,"Lmnb1",NA,NA,NA,NA,NA,NA,"Mt2",NA,"Ifit1",NA,NA,NA,NA
"1204",NA,NA,NA,NA,"Lrdd",NA,NA,NA,NA,NA,NA,"Gpx4",NA,"Plscr3",NA,NA,NA,NA
"1205",NA,NA,NA,NA,"Rab27a",NA,NA,NA,NA,NA,NA,"Rps19",NA,"Stk40",NA,NA,NA,NA
"1206",NA,NA,NA,NA,"Rap1b",NA,NA,NA,NA,NA,NA,"Rps21",NA,"Trps1",NA,NA,NA,NA
"1207",NA,NA,NA,NA,"9030625a04rik",NA,NA,NA,NA,NA,NA,"Capn1",NA,"B9d2",NA,NA,NA,NA
"1208",NA,NA,NA,NA,"Ctsl",NA,NA,NA,NA,NA,NA,"Nhp2",NA,"Fpr2",NA,NA,NA,NA
"1209",NA,NA,NA,NA,"Dennd4b",NA,NA,NA,NA,NA,NA,"Zfp36",NA,"Pbx1",NA,NA,NA,NA
"1210",NA,NA,NA,NA,"Klrc3",NA,NA,NA,NA,NA,NA,"Cysltr1",NA,"Sepp1",NA,NA,NA,NA
"1211",NA,NA,NA,NA,"Mib1",NA,NA,NA,NA,NA,NA,"Ets2",NA,NA,NA,NA,NA,NA
"1212",NA,NA,NA,NA,"Plekhm1",NA,NA,NA,NA,NA,NA,"S100a11",NA,NA,NA,NA,NA,NA
"1213",NA,NA,NA,NA,"Tifa",NA,NA,NA,NA,NA,NA,"Tmtc3",NA,NA,NA,NA,NA,NA
"1214",NA,NA,NA,NA,"Vcam1",NA,NA,NA,NA,NA,NA,"Dgka",NA,NA,NA,NA,NA,NA
"1215",NA,NA,NA,NA,"Idh1",NA,NA,NA,NA,NA,NA,"Fnbp1l",NA,NA,NA,NA,NA,NA
"1216",NA,NA,NA,NA,"Nup205",NA,NA,NA,NA,NA,NA,"Wdr43",NA,NA,NA,NA,NA,NA
"1217",NA,NA,NA,NA,"Smox",NA,NA,NA,NA,NA,NA,"2010111i01rik",NA,NA,NA,NA,NA,NA
"1218",NA,NA,NA,NA,"Fam117a",NA,NA,NA,NA,NA,NA,"Clcn5",NA,NA,NA,NA,NA,NA
