"","B_cells","B_cells_pro","Basophils","DC","Endothelial_cells","Eosinophils","Epithelial_cells","Fibroblasts","ILC","Macrophages","Mast_cells","Microglia","Monocytes","Neutrophils","NK_cells","NKT","Stem_cells","Stromal_cells","T_cells","Tgd"
"1208",NA,NA,NA,"TNFRSF18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DEF6","TRIM28",NA,"TANK","CCM2"
"1209",NA,NA,NA,"ARHGEF3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOL10","UAP1L1",NA,"TIPARP","GFM1"
"1210",NA,NA,NA,"MDH1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC1A","ZMPSTE24",NA,"CARM1","IPO11"
"1211",NA,NA,NA,"TMEM229B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SNX5","HIST2H2AB",NA,"MIR199A-1","SLC31A1"
"1212",NA,NA,NA,"ASAP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AGPAT3","RBL1",NA,"ARHGDIB","TBC1D22B"
"1213",NA,NA,NA,"KIF20B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BMS1","RNY1",NA,"GM9958","CHD3"
"1214",NA,NA,NA,"NAA15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CSE1L","RRAS2",NA,"RFWD3","P2RX4"
"1215",NA,NA,NA,"SGK1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GM11836","SLC12A2",NA,"SP4","SH3BGRL2"
"1216",NA,NA,NA,"SGMS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IFNGR1","TBC1D4",NA,"4932438A13RIK","SH3BP1"
"1217",NA,NA,NA,"CBFA2T3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PXYLP1","TGFB1",NA,"NT5C3","TEC"
"1218",NA,NA,NA,"CHD2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTC7","CLN6",NA,"RFX3","TIA1"
"1219",NA,NA,NA,"HK2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ATP5A1","ELP4",NA,"SIPA1","CRIP1"
"1220",NA,NA,NA,"LGALS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GM8624","GEN1",NA,"THADA","PDCD4"
"1221",NA,NA,NA,"LAD1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GM9118","GNG12",NA,"EXOSC8","ACAT2"
"1222",NA,NA,NA,"NUP205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PPP1R9B","USPL1",NA,"MACF1","ACER3"
"1223",NA,NA,NA,"PGLYRP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RHOQ","ASPH",NA,"NDUFC1","CDK2"
"1224",NA,NA,NA,"TMEM8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TSPAN5","BEX3",NA,"UTP3","MED14"
"1225",NA,NA,NA,"TXNDC16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZMPSTE24","HAUS3",NA,"CDC25A","SP4"
"1226",NA,NA,NA,"GM6274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANXA6","SLC9A3R1",NA,"DOK2","WDR11"
"1227",NA,NA,NA,"MCL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LTV1","TVP23B",NA,"EXOC3","BLMH"
"1228",NA,NA,NA,"NCAPD2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NLRC5","ELOB",NA,"HNRNPD","S100A4"
"1229",NA,NA,NA,"PRPS1L3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SELENON","FXYD5",NA,"KDELC1","S1PR4"
"1230",NA,NA,NA,"TGFB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIM","GM8292",NA,"NAA15","TOP2B"
"1231",NA,NA,NA,"TNFRSF11A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARAP3","HIST1H4C",NA,"PRRC2C","LMAN1"
"1232",NA,NA,NA,"EGR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIN1","LY6C1",NA,"TRIM34B","POLE2"
"1233",NA,NA,NA,"GM5853",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ETV3","MARCKSL1",NA,"CRIP1","SAFB"
"1234",NA,NA,NA,"IDH3A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAP4K2","PIM1",NA,"DNAJC10","ZFP975"
"1235",NA,NA,NA,"BLVRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PARP4","RAB37",NA,"NOD1","ABCE1"
"1236",NA,NA,NA,"NCOA7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"INTS7","B4GALNT1",NA,"TIMM8B","ARL2BP"
"1237",NA,NA,NA,"SDAD1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LGALS3","HMGN3",NA,"USP10","MIGA1"
"1238",NA,NA,NA,"BCL2L14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TNFRSF25","RPA1",NA,"NR1D2","MRPL18"
"1239",NA,NA,NA,"DSTN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DGKD","TEX30",NA,"RPL4","FOCAD"
"1240",NA,NA,NA,"FAM46A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPS3","CD244",NA,"SNX9","MAN2A1"
"1241",NA,NA,NA,"MPP5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRIM36","DNAJC10",NA,"TARBP1","NAA15"
"1242",NA,NA,NA,"DDX3Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTC13","SLBP",NA,"ATP11B","SMOX"
"1243",NA,NA,NA,"GM9118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NVL","TNFSF10",NA,"GM3756","TMOD3"
"1244",NA,NA,NA,"KIF15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDCD1LG2","BLVRA",NA,"PARK7","ARMC10"
"1245",NA,NA,NA,"RASSF5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RRP1B","RAD1",NA,"PRDX3","PDK3"
"1246",NA,NA,NA,"IPO11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TECPR1","CENPF",NA,"PREX1","ZYX"
"1247",NA,NA,NA,"KIF23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TIRAP","MDH1",NA,"PRIM1","2010016I18RIK"
"1248",NA,NA,NA,"5430427O19RIK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A630089N07RIK","RAB12",NA,"CPEB4","ALDH18A1"
"1249",NA,NA,NA,"GPR4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EXTL3","RPL30",NA,"FAM189B","CDCA7L"
"1250",NA,NA,NA,"PROCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ME2","RPS9",NA,"SFN","KIF1B"
"1251",NA,NA,NA,"RRAGC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SEMA4D","SLC9A6",NA,"CTPS","PRMT9"
"1252",NA,NA,NA,"SLC9A3R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SETX","CCT7",NA,"MIR103-2","ACTR10"
"1253",NA,NA,NA,"FOXM1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZFP512","CEP57L1",NA,"MLLT6","ARRB2"
"1254",NA,NA,NA,"HIVEP2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALDH18A1","EXOSC2",NA,"CBR1","ASF1B"
"1255",NA,NA,NA,"4930503L19RIK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"APLP2","TEX2",NA,"NDRG1","CRLF3"
"1256",NA,NA,NA,"BATF3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIRC6","ZFP111",NA,"REXO2","CYTH3"
"1257",NA,NA,NA,"PSMB9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GM6336","FCF1",NA,"TIA1","SNORD35B"
"1258",NA,NA,NA,"ABCE1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NUF2","H2-AB1",NA,"ZDHHC13","SRPK1"
"1259",NA,NA,NA,"BUB1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NUP93","CNN2",NA,"ESYT1","ARHGAP18"
"1260",NA,NA,NA,"MDFIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PYGO2","HNMT",NA,"LYST","ELK4"
"1261",NA,NA,NA,"SSFA2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RAP1GDS1","INCENP",NA,"PLEKHO1","EXOC3"
"1262",NA,NA,NA,"TGIF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIK3R5","RFTN1",NA,"PNPT1","GM7290"
"1263",NA,NA,NA,"TRERF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GM20203","RPL4",NA,"ABI3","IER2"
"1264",NA,NA,NA,"GABARAPL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDIA6","WDR77",NA,"ADRB2","TBC1D19"
"1265",NA,NA,NA,"KIF20A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRIM1","NDUFAF7",NA,"BRMS1L","DARS"
"1266",NA,NA,NA,"MIR202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SNORA31","RGL1",NA,"HIPK2","HINT3"
"1267",NA,NA,NA,"MIS18A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBP3","RPL6",NA,"METTL4","HMGN1"
"1268",NA,NA,NA,"PITRM1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PARK7","ASTE1",NA,"TNFAIP8L2","IDH2"
"1269",NA,NA,NA,"GM11826",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HMGN5","HK2",NA,"TSTD3","INCENP"
"1270",NA,NA,NA,"MYB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SNORA74A","PANK1",NA,"ADAR","LY6C1"
"1271",NA,NA,NA,"RALB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPINT2","GMPS",NA,"AGK","MTCP1"
"1272",NA,NA,NA,"SNORD14E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AP1B1","PUS7",NA,"BMYC","NCBP3"
"1273",NA,NA,NA,"TPR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CALU","THOC7",NA,"FLNB","RPS5"
"1274",NA,NA,NA,"LOC105246356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRK5","ZMAT2",NA,"NUP93","CAPN2"
"1275",NA,NA,NA,"SH3PXD2A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCD2","FAM78A",NA,"RAB19","CLEC12A"
"1276",NA,NA,NA,"TBRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CEBPB","KCNK5",NA,"FAM234B","DAPK1"
"1277",NA,NA,NA,"WDR11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HDAC7","MFSD1",NA,"HVCN1","GM7265"
"1278",NA,NA,NA,"ATOX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HECTD2","NUP43",NA,"KLHDC1","SPAG5"
"1279",NA,NA,NA,"VPS26B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLC41A2","SMARCB1",NA,"TMEM173","THOC1"
"1280",NA,NA,NA,"AFDN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HSP90B1","BCAS2",NA,"SNORA16A","AKAP13"
"1281",NA,NA,NA,"CTNNA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ITPKB","COPS8",NA,"ANTXR2","CHD1L"
"1282",NA,NA,NA,"LOC101056100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCML4","FGL2",NA,"GM8959","COX6C"
"1283",NA,NA,NA,"PRKX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HNRNPD",NA,"HECA","IER5"
"1284",NA,NA,NA,"RUNX2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAF1",NA,"NIPAL1","JUND"
"1285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENPP",NA,"OLFR1371","NAA25"
"1286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHORDC1",NA,"SH3BP5","TPGS2"
"1287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COMMD6",NA,"TMEM9B","CEP170"
"1288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FUT8",NA,"DPH5","FUCA2"
"1289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HIST1H4I",NA,"GM9794","HIST1H2BN"
"1290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RNY3",NA,"IIGP1","PLIN3"
"1291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SNORD49B",NA,"NRROS","RBM17"
"1292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CASD1",NA,"RPAP3","SMARCB1"
"1293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HSD3B7",NA,"SFI1","HAT1"
"1294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NME4",NA,"URI1","HEG1"
"1295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIGU",NA,"ANO10","PRDX3"
"1296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DTYMK",NA,"GTPBP8","RBM3"
"1297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EIF3B",NA,"MFNG","UGT1A7C"
"1298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JKAMP",NA,"N-R5S136","ARHGAP5"
"1299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NETO2",NA,"NFKBID","CENPF"
"1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LONRF3",NA,"GALNT7","ZFP740"
"1301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRI3BP",NA,"LRRFIP1","E2F6"
"1302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DARS",NA,"PCGF6","ORMDL1"
"1303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4930453N24RIK",NA,"ZBTB1","SCAMP1"
"1304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NLRP1A",NA,"BOD1","ATP8B2"
"1305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LUC7L3",NA,"CYCS","GM8624"
"1306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MELK",NA,"LOC100044633","NARF"
"1307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NADK2",NA,"NCAPD2","RRP1B"
"1308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPL13A",NA,"SAMSN1","TACC3"
"1309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZFP317",NA,"SPRED2","ARL5C"
"1310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOP14",NA,"ALDH18A1","ENDOD1"
"1311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SNORA33",NA,"RNF144A","NOP14"
"1312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UTP18",NA,"USP11","CTNNA1"
"1313",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERN1",NA,"VPS13A","CYP51"
"1314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MRPS26",NA,"A630089N07RIK","HINT1"
"1315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARHGEF18",NA,"DAPK1","ATP5A1"
"1316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASH2L",NA,"GM10557","METTL1"
"1317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GM8624","RPL13A"
"1318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IRF7","SPTAN1"
"1319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2610008E11RIK","TLN1"
"1320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ABCB1A","APEX1"
"1321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ATPIF1","ARMCX2"
"1322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FRYL","CHEK2"
"1323",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KAT2B","FBXW8"
"1324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPL13A","EHD4"
"1325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WDR47","FAM136A"
"1326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DONSON","GSTP1"
"1327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAA30","COX5A"
"1328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NFU1","IMPDH1"
"1329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RPS6KA3","SLFN8"
"1330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCARB1","AGFG1"
"1331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFAP1","MASTL"
"1332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CTSE","ORC2"
"1333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JUND","PPP2R5A"
"1334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KCNA3","SLC43A1"
"1335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NIPAL3","ANXA5"
"1336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHF20L1","BACH2"
"1337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RCN1","FARP1"
"1338",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RNF145","GNGT2"
"1339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMZ2","JADE2"
"1340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARHGEF2","TRERF1"
"1341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IFRD1","2610020H08RIK"
"1342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SERPINI1","DENND4A"
"1343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TMEM87B","GAS2L3"
"1344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CCNE1","KDELC1"
"1345",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLCF1","ARMC7"
"1346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LCLAT1","CCT7"
"1347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MSI2","GLCCI1"
"1348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRKDC","NDUFS8"
"1349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TAPT1","PTGER4"
"1350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UBASH3B","SUSD1"
"1351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UBE2D3","TRIM12C"
"1352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DUSP1","CDC25A"
"1353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GNL3","GM13202"
"1354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUWE1","ISG20"
"1355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KAT2A","RBMXL1"
"1356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D930015E06RIK","0610010F05RIK"
"1357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GPRIN3","ANP32A"
"1358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MRPS18B","GM13181"
"1359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RNF167","GYG"
"1360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UTP14A","PRMT3"
"1361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EYA2","TCF19"
"1362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPTAN1","TMSB4X"
"1363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TLR7","ARHGDIB"
"1364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARL2BP","BEND4"
"1365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"INPP1","MLLT6"
"1366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IRF6","RPL4"
"1367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIS12","MITD1"
"1368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLR1A","NIPAL3"
"1369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TMEM243","TSPAN6"
"1370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLC35D1","ATP10A"
"1371",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TMOD3","CHD4"
"1372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ATP5A1","FRYL"
"1373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCL6","GM1966"
"1374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GBP11","LOC105246356"
"1375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOC102638850","FUBP1"
"1376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSD3","KARS"
"1377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ABCB9","LRP10"
"1378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DGCR8","RBMX"
"1379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GM5921","SLFN1"
"1380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HPRT","CLP1"
"1381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GUF1","DLG4"
"1382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRKX","LITAF"
"1383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SF3B5","MAP2K6"
"1384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TIPIN","TLE3"
"1385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GM9118","ATP11A"
"1386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LRRC40","CEP192"
"1387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST3GAL6","MLEC"
